category_1,brand_1,category_2,brand_2,num_households
pasta,Defino,pasta,Dell Alpe,2
syrups,Golden Eagle,pasta,San Giorgio,2
pasta,Eddie,pasta,Pennsylvania Dutch,2
pancake mixes,Classique,pasta,Pasta Shoppe,2
pasta sauce,Dell Amore,pasta sauce,Elena's,1
pasta sauce,Dave's,pasta,Private Label,1
pasta sauce,Dave's,pancake mixes,White Lily,1
pasta sauce,Dave's,pancake mixes,Pioneer,1
pasta sauce,Dave's,pancake mixes,Hungry Jack,1
pasta sauce,Dave's,pancake mixes,Hodgson Mills,1
pancake mixes,Bisquick,pancake mixes,Osem Bissli,1
pasta sauce,Dell Amore,syrups,Miller,1
pasta sauce,Colavita,syrups,Sobrab Bkstrp,1
pasta sauce,Colavita,syrups,Miller,1
pasta sauce,Colavita,syrups,Michele's,1
pasta sauce,Dell Amore,syrups,Sobrab Bkstrp,1
syrups,Private Label Premium,syrups,Tree of Life,1
pasta sauce,Elena's,pancake mixes,Hodgson Mills,1
pasta sauce,Elena's,pasta,Maggi Spaetzle,1
pasta sauce,Colavita,pasta sauce,Vincent's,1
pasta sauce,Elena's,pasta,Private Label Value,1
pasta sauce,Elena's,pasta,San Giorgio,1
pasta sauce,Elena's,pasta sauce,Hunt's,1
pasta sauce,Elena's,pasta sauce,Lucini,1
pasta sauce,Elena's,pasta sauce,Mayacmas,1
pasta sauce,Elena's,pasta sauce,Private Label,1
pasta sauce,Elena's,pasta sauce,Silver Palate,1
pasta sauce,Elena's,syrups,Smuckers,1
pasta sauce,Elena's,syrups,Spring Tree,1
pasta sauce,Colavita,pasta sauce,RAC,1
pasta sauce,Colavita,pasta,Raos,1
pasta sauce,Colavita,pasta,Defino,1
pasta sauce,Colavita,pancake mixes,Mrs Butterworth,1
pasta sauce,Classico,syrups,Lyles,1
pasta sauce,Emeril's,pasta,Gooch,1
pasta sauce,Classico,syrups,Knott's,1
pasta sauce,Emeril's,pasta,Kedem,1
pasta sauce,Classico,pasta sauce,Walnut Acres,1
pasta sauce,Classico,pasta sauce,RAC,1
pasta sauce,Classico,pasta sauce,Joey's,1
pasta sauce,Classico,pasta,Mlinotst,1
pasta sauce,Classico,pasta,Farm Style,1
pasta sauce,Classico,pancake mixes,Lund Swede,1
pasta sauce,Emeril's,pasta,Quinoa,1
syrups,Private Label Premium,syrups,Vermont Gold,1
pasta sauce,Chef Pizza,pasta sauce,Mom's,1
pasta sauce,Chef Pizza,pasta,Wacky Mac,1
pasta sauce,Chef Pizza,pasta,Pasta Shoppe,1
pasta sauce,Emeril's,pasta sauce,Mayacmas,1
pasta sauce,Chef Pizza,pasta,Farm Style,1
pasta sauce,Chef Pizza,pasta,Dell Alpe,1
pasta sauce,Emeril's,pasta sauce,Walnut Acres,1
pasta sauce,Emeril's,syrups,Howard's,1
pasta sauce,Cento,syrups,Kellogg,1
pasta sauce,Cento,syrups,Cozy Cottage,1
pasta sauce,Cento,pasta sauce,San Marzano,1
pasta sauce,Cento,pasta sauce,Raos,1
pasta sauce,Cento,pasta sauce,Colavita,1
pasta sauce,Cento,pasta,Kraft,1
pasta sauce,Emeril's,syrups,Pine Mountain,1
pasta sauce,Cento,pasta,Dell Alpe,1
pasta sauce,Cento,pancake mixes,Private Label,1
pasta sauce,Enrico,pasta,Mueller,1
pasta sauce,Enrico,pasta,No Yolks,1
pasta sauce,Enrico,pasta,Private Label Premium,1
pasta sauce,Enrico,pasta,Ronzoni,1
pasta sauce,Enrico,pasta sauce,Private Label,1
pasta sauce,Enrico,syrups,Spring Tree,1
pasta sauce,Ferrara,pancake mixes,Maple Grove,1
pasta sauce,Ferrara,pasta,Mueller,1
pasta sauce,Ferrara,pasta sauce,Prego,1
pasta sauce,Ferrara,syrups,Private Label,1
pasta sauce,Ferrara,syrups,Private Label Premium,1
pasta sauce,Candoni,syrups,Pennant,1
pasta sauce,Candoni,pasta sauce,Silver Palate,1
pasta sauce,Hunt's,pasta,Kedem,1
pasta sauce,Candoni,pasta sauce,Elena's,1
pasta sauce,Candoni,pasta sauce,Cento,1
pasta sauce,Candoni,pasta,Raos,1
pasta sauce,Hunt's,pasta,Pastariso,1
pasta sauce,Hunt's,pasta,Vita,1
pasta sauce,Buitoni,syrups,Private Label Value,1
pasta sauce,Buitoni,syrups,HSE,1
pasta sauce,Buitoni,syrups,Fifty 50,1
pasta sauce,Hunt's,pasta sauce,San Marzano,1
pasta sauce,Buitoni,pasta sauce,Raos,1
pasta sauce,Buitoni,pasta,Wacky Mac,1
pasta sauce,Buitoni,pasta,Pennsylvania Dutch,1
pasta sauce,Buitoni,pasta,Notta,1
pasta sauce,Buitoni,pasta,Maggi Spaetzle,1
pasta sauce,Buitoni,pasta,Gooch,1
pasta sauce,Buitoni,pasta,Dell Alpe,1
pasta sauce,Buitoni,pasta,Defino,1
pasta sauce,Buitoni,pancake mixes,M W Flapstax,1
pasta sauce,Joey's,pasta,Ronzoni,1
pasta sauce,Lucini,pasta,No Yolks,1
pasta sauce,Lucini,pasta sauce,Newman's,1
pasta sauce,Lucini,pasta sauce,Prego,1
pasta sauce,Lucini,syrups,Maple Grove,1
pasta sauce,Lucini,syrups,Private Label Premium,1
pasta sauce,M C,pancake mixes,Private Label,1
pasta sauce,M C,pancake mixes,White Lily,1
pasta sauce,M C,pasta,Private Label,1
pasta sauce,M C,pasta sauce,Prego,1
pasta sauce,M C,pasta sauce,Private Label,1
pasta sauce,M C,pasta sauce,Ragu,1
pasta sauce,M C,syrups,Private Label,1
pasta sauce,M C,syrups,Smuckers,1
pasta sauce,Mayacmas,pasta,Mueller,1
pasta sauce,Mayacmas,pasta,No Yolks,1
pasta sauce,Mayacmas,pasta,Private Label Premium,1
pasta sauce,Mayacmas,pasta,Ronzoni,1
pasta sauce,Mayacmas,pasta sauce,Newman's,1
pasta sauce,Mayacmas,pasta sauce,Prego,1
pasta sauce,Mayacmas,pasta sauce,Private Label Premium,1
pasta sauce,Mayacmas,syrups,Private Label,1
pancake mixes,Bisquick,pancake mixes,Lund Swede,1
pasta sauce,Mom's,pasta,Mother's,1
pasta sauce,Mom's,pasta,Orzo,1
pasta sauce,Mom's,pasta,Sugar Buster,1
pasta sauce,Brother's,pasta sauce,Roselli,1
pasta sauce,Brother's,pasta sauce,Cento,1
pasta sauce,Mom's,pasta sauce,Silver Palate,1
pasta sauce,Brother's,pasta sauce,Candoni,1
pasta sauce,Brother's,pasta,Private Label Value,1
pasta sauce,Brother's,pasta,Gooch,1
pasta sauce,Brother's,pasta,Dell Alpe,1
pasta sauce,Brother's,pancake mixes,Private Label Premium,1
pasta sauce,Brother's,pancake mixes,Mrs Butterworth,1
pasta sauce,Newman's,pasta,Pastariso,1
pasta sauce,Brother's,pancake mixes,Hodgson Mills,1
pasta sauce,Brother's,pancake mixes,Bruce's,1
pancake mixes,Aunt Jemima,syrups,Knott's,1
pasta sauce,Boves,syrups,Brier Rabbit,1
pasta sauce,Boves,pasta sauce,Lucini,1
pasta sauce,Boves,pasta sauce,Elena's,1
pasta sauce,Boves,pasta sauce,Cento,1
pasta sauce,Boves,pasta,Raos,1
pasta sauce,Boves,pasta,Maggi Spaetzle,1
pasta sauce,Boves,pasta,Healthy Harvest,1
pasta sauce,Boves,pasta,Ferrara,1
pasta sauce,Boves,pasta,Cucina,1
pasta sauce,Boves,pasta,Creamette,1
pasta sauce,Boves,pancake mixes,Private Label Premium,1
pasta sauce,Bertolli,syrups,DaVinci,1
pasta sauce,Bertolli,pasta sauce,RAC,1
pasta sauce,Bertolli,pasta sauce,M C,1
pasta sauce,Bertolli,pasta sauce,Lucini,1
pasta sauce,Bertolli,pasta sauce,Enrico,1
pasta sauce,Patsy's,pasta,Sugar Buster,1
pasta sauce,Bertolli,pasta,Kedem,1
pasta sauce,Bertolli,pasta,Elena's,1
pasta sauce,Bertolli,pasta,Eden,1
pancake mixes,Aunt Jemima,syrups,Braswell,1
pasta sauce,Bertolli,pancake mixes,Lund Swede,1
pasta sauce,Pomi,syrups,Private Label Premium,1
pasta sauce,Bellino,syrups,Log Cabin,1
pasta sauce,Bellino,syrups,Kellogg,1
pasta sauce,Bellino,syrups,Cozy Cottage,1
pasta sauce,Bellino,syrups,Cary's,1
pasta sauce,Bellino,syrups,Brier Rabbit,1
pasta sauce,Bellino,pasta sauce,Vincent's,1
pasta sauce,Bellino,pasta sauce,Raos,1
pasta sauce,Bellino,pasta sauce,Mom's,1
pasta sauce,Prego,pasta sauce,RR,1
pasta sauce,Bellino,pasta sauce,Dell Amore,1
pasta sauce,Prego,syrups,Vermont Gold,1
pasta sauce,Bellino,pasta,DaVinci,1
pasta sauce,Private Label,pasta,Quinoa,1
pasta sauce,Bellino,pancake mixes,Bisquick,1
pasta sauce,Barilla,syrups,Vermont Gold,1
pasta sauce,Barilla,syrups,Sand Mountain,1
pasta sauce,Barilla,syrups,Lyles,1
pasta sauce,Barilla,syrups,Howard's,1
pasta sauce,Barilla,pasta sauce,Walnut Acres,1
pasta sauce,Private Label,pasta sauce,Walnut Acres,1
pasta sauce,Barilla,pasta sauce,RAC,1
pasta sauce,Barilla,pasta sauce,Lucini,1
pasta sauce,Barilla,pasta sauce,Ferrara,1
pasta sauce,Barilla,pasta sauce,Enrico,1
pasta sauce,Private Label,syrups,Tree of Life,1
pasta sauce,Barilla,pasta,La Moderna,1
pasta sauce,Barilla,pasta,Kedem,1
pasta sauce,Barilla,pasta,Farm Style,1
pasta sauce,Barilla,pasta,Cucina,1
pasta sauce,Barilla,pasta,China Mandarin,1
pasta sauce,Barilla,pasta,Bellino,1
pasta sauce,Private Label Premium,pasta sauce,RR,1
pasta sauce,Private Label Premium,pasta sauce,Silver Palate,1
pasta sauce,B F,syrups,Grandma Molases,1
pasta sauce,Private Label Premium,pasta sauce,Walnut Acres,1
pasta sauce,B F,pasta sauce,Raos,1
pasta sauce,B F,pasta sauce,Private Label Premium,1
pasta sauce,B F,pasta sauce,Patsy's,1
pasta sauce,B F,pasta sauce,Elena's,1
pasta sauce,Private Label Premium,syrups,Vermont Gold,1
pasta sauce,B F,pasta sauce,Classico,1
pasta sauce,B F,pasta sauce,Bertolli,1
pasta sauce,B F,pasta,San Giorgio,1
pasta sauce,B F,pasta,Dececco,1
pasta sauce,Annarino,syrups,Spring Tree,1
pasta sauce,Annarino,syrups,Private Label Premium,1
pasta sauce,Annarino,syrups,Mrs Butterworth,1
pasta sauce,Annarino,syrups,Kellogg,1
pasta sauce,Annarino,syrups,Karo,1
pasta sauce,Annarino,syrups,Cozy Cottage,1
pasta sauce,Annarino,syrups,Cary's,1
pasta sauce,Ragu,syrups,Tree of Life,1
pasta sauce,Annarino,syrups,Aunt Jemima,1
pasta sauce,Annarino,pasta sauce,Roselli,1
pasta sauce,Raos,pasta sauce,Roselli,1
pasta sauce,Raos,pasta sauce,San Marzano,1
pasta sauce,Raos,pasta sauce,Silver Palate,1
pasta sauce,Raos,pasta sauce,Sinatra's,1
pasta sauce,Raos,pasta sauce,Vincent's,1
pasta sauce,Roselli,pasta sauce,Vincent's,1
pancake mixes,Aunt Jemima,pasta sauce,Walnut Acres,1
pasta sauce,RR,syrups,Vermont Gold,1
pasta sauce,San Marzano,syrups,Smuckers,1
pasta sauce,Silver Palate,syrups,Spring Tree,1
pasta sauce,Sinatra's,pasta,Sugar Buster,1
pasta sauce,Sinatra's,pasta sauce,Vincent's,1
pasta sauce,Sinatra's,syrups,Sobrab Bkstrp,1
syrups,Alaga,pancake mixes,Classique,1
pasta sauce,Annarino,pasta,Private Label Value,1
pasta sauce,Annarino,pasta,No Yolks,1
pasta sauce,Annarino,pasta,Dreamfield,1
pasta sauce,Annarino,pasta,Barilla Plus,1
pasta sauce,Annarino,pancake mixes,Aunt Jemima,1
pasta sauce,Amore,syrups,Smuckers,1
syrups,Alaga,pasta,Gooch,1
syrups,Alaga,pasta,Mother's,1
pasta sauce,Amore,syrups,Private Label,1
syrups,Alaga,pasta,Notta,1
pasta sauce,Amore,syrups,Hungry Jack,1
pasta sauce,Amore,syrups,Grandma Molases,1
pasta sauce,Amore,syrups,Cary's,1
syrups,Alaga,pasta sauce,Buitoni,1
syrups,Alaga,pasta sauce,Colavita,1
pasta sauce,Amore,pasta,San Giorgio,1
syrups,Alaga,pasta sauce,Sinatra's,1
pasta sauce,Amore,pasta,Dececco,1
pasta sauce,Amore,pasta,Darielle,1
pasta sauce,Amore,pancake mixes,White Lily,1
pasta sauce,Amore,pancake mixes,Private Label Premium,1
pasta sauce,Amore,pancake mixes,Pioneer,1
pasta sauce,Amore,pancake mixes,Mrs Butterworth,1
pasta sauce,Amore,pancake mixes,Maple Grove,1
pasta sauce,Amore,pancake mixes,Krusteaz,1
pasta sauce,Amore,pancake mixes,Hungry Jack,1
pasta sauce,Amore,pancake mixes,Hodgson Mills,1
pasta sauce,Alessi,syrups,Moonlite,1
pasta sauce,Alessi,pasta sauce,Silver Palate,1
pasta sauce,Alessi,pasta sauce,San Marzano,1
pasta sauce,Alessi,pasta sauce,Colavita,1
pasta sauce,Alessi,pasta sauce,Chef Pizza,1
pasta sauce,Alessi,pasta sauce,Cento,1
syrups,Aunt Jemima,pasta,China Mandarin,1
syrups,Aunt Jemima,pasta,Darielle,1
pasta sauce,Alessi,pancake mixes,M W Flapstax,1
syrups,Aunt Jemima,pasta,Elena's,1
pasta sauce,Alessi,pancake mixes,Bruce's,1
pasta sauce,Alessi,pancake mixes,Bisquick,1
pasta,Sugar Buster,pancake mixes,White Lily,1
pasta,San Giorgio,syrups,Sand Mountain,1
pasta,San Giorgio,pasta sauce,Vincent's,1
pasta,Ronzoni,syrups,Tree of Life,1
pasta,Raos,syrups,Spring Tree,1
pasta,Raos,syrups,Smuckers,1
pasta,Quinoa,pasta sauce,Ragu,1
pasta,Quinoa,pasta,San Giorgio,1
pasta,Quinoa,pasta,Ronzoni,1
pasta,Private Label Value,syrups,Sand Mountain,1
pasta,Private Label Value,pasta sauce,Vincent's,1
pasta,Private Label Value,pasta,Quinoa,1
pasta,Private Label,syrups,Tree of Life,1
pasta,Private Label,pasta sauce,Walnut Acres,1
pasta,Private Label,pasta,Vita,1
pasta,Pastariso,syrups,Sobrab Bkstrp,1
pasta,Pastariso,pasta sauce,Ragu,1
pasta,Pastariso,pasta sauce,Private Label,1
pasta,Pastariso,pasta sauce,Prego,1
pasta,Pastariso,pasta,Private Label,1
syrups,Aunt Jemima,pasta sauce,Elena's,1
syrups,Aunt Jemima,pasta sauce,Ferrara,1
syrups,Aunt Jemima,pasta sauce,Lucini,1
syrups,Aunt Jemima,pasta sauce,M C,1
pasta,Orzo,pasta sauce,Vincent's,1
pasta,Orzo,pasta sauce,San Marzano,1
pasta,Orzo,pasta,Raos,1
syrups,Aunt Jemima,pasta sauce,Silver Palate,1
pasta,Orzo,pancake mixes,Osem Bissli,1
pasta,Notta,pasta sauce,Vincent's,1
pasta,Notta,pasta sauce,Sinatra's,1
syrups,Aunt Jemima,syrups,Howard's,1
pasta,Notta,pasta,Sugar Buster,1
pasta,Notta,pasta,Pastariso,1
pasta,Notta,pasta,Orzo,1
pasta,No Yolks,syrups,Sand Mountain,1
pasta,Mueller,syrups,Vermont Gold,1
pasta,Mueller,pasta sauce,RR,1
pasta,Mueller,pasta sauce,Pomi,1
pasta,Mueller,pasta,Quinoa,1
pasta,Mrs Weiss,pancake mixes,White Lily,1
syrups,Braswell,pancake mixes,Hungry Jack,1
syrups,Braswell,pasta,Mueller,1
syrups,Braswell,pasta sauce,Prego,1
pasta,Mother's,syrups,Sobrab Bkstrp,1
pasta,Mother's,pasta sauce,Vincent's,1
pasta,Mother's,pasta sauce,San Marzano,1
pasta,Mother's,pasta,Orzo,1
pasta,Mother's,pasta,Notta,1
pasta,Mlinotst,syrups,Private Label Premium,1
pasta,Mlinotst,pasta,Private Label,1
pasta,Maggi Spaetzle,syrups,Moonlite,1
pasta,Maggi Spaetzle,pasta,Orzo,1
pasta,Maggi Spaetzle,pancake mixes,White Lily,1
syrups,Brier Rabbit,pasta,Wacky Mac,1
pasta,Maggi Spaetzle,pancake mixes,Pioneer,1
pasta,La Moderna,syrups,Private Label Value,1
pasta,La Moderna,syrups,Mrs Butterworth,1
pasta,La Moderna,pancake mixes,Mrs Butterworth,1
pasta,Kraft,syrups,Miller,1
pasta,Kraft,pasta sauce,Sinatra's,1
syrups,Brier Rabbit,syrups,Fifty 50,1
pasta,Kraft,pasta sauce,San Marzano,1
pasta,Kraft,pasta sauce,Roselli,1
pasta,Kraft,pasta sauce,Raos,1
pasta,Kraft,pasta,Wacky Mac,1
pasta,Kraft,pasta,Sugar Buster,1
syrups,Brier Rabbit,syrups,Knott's,1
pasta,Kraft,pasta,Notta,1
pasta,Kedem,syrups,Private Label Premium,1
pasta,Kedem,pasta sauce,Ragu,1
pasta,Kedem,pasta sauce,Newman's,1
pasta,Kedem,pasta,San Giorgio,1
pasta,Kedem,pasta,Ronzoni,1
pasta,Kedem,pasta,Private Label Premium,1
pasta,Kedem,pasta,Private Label,1
pasta,Kedem,pasta,Pennsylvania Dutch,1
pasta,Hodgson Mills,syrups,Sand Mountain,1
pasta,Hodgson Mills,pasta sauce,Lucini,1
pasta,Hodgson Mills,pancake mixes,Lund Swede,1
pasta,Healthy Harvest,syrups,Sand Mountain,1
pasta,Healthy Harvest,pasta sauce,Mom's,1
pasta,Gooch,syrups,Sobrab Bkstrp,1
syrups,Cary's,pasta,Dell Alpe,1
pasta,Gooch,syrups,Michele's,1
syrups,Cary's,pasta,Farm Style,1
syrups,Cary's,pasta,Kedem,1
pasta,Gooch,syrups,Hungry Jack,1
pasta,Gooch,syrups,Grandma Molases,1
pasta,Gooch,pasta,Healthy Harvest,1
pasta,Gooch,pancake mixes,Private Label Premium,1
syrups,Cary's,pasta,Raos,1
pasta,Gooch,pancake mixes,Krusteaz,1
pasta,Ferrara,syrups,Vermont Gold,1
pasta,Ferrara,syrups,Private Label Premium,1
pasta,Ferrara,syrups,Mrs Butterworth,1
syrups,Cary's,pasta sauce,M C,1
pasta,Ferrara,syrups,Karo,1
pasta,Ferrara,syrups,Hungry Jack,1
pasta,Ferrara,syrups,Grandma Molases,1
syrups,Cary's,pasta sauce,Vincent's,1
pasta,Ferrara,pasta,Maggi Spaetzle,1
syrups,Cary's,syrups,Howard's,1
pasta,Ferrara,pancake mixes,Private Label,1
pasta,Farm Style,syrups,Spring Tree,1
pasta,Farm Style,syrups,Private Label Premium,1
pasta,Farm Style,syrups,Pennant,1
pasta,Farm Style,syrups,Log Cabin,1
pasta,Farm Style,syrups,Hungry Jack,1
pasta,Farm Style,pasta,Private Label Value,1
pasta,Farm Style,pasta,No Yolks,1
pasta,Farm Style,pasta,Hodgson Mills,1
pasta,Farm Style,pancake mixes,Mrs Butterworth,1
pasta,Farm Style,pancake mixes,Krusteaz,1
pasta,Elena's,syrups,Kellogg,1
syrups,Cozy Cottage,pancake mixes,Osem Bissli,1
pasta,Elena's,pasta sauce,Ragu,1
pasta,Elena's,pasta,Private Label Premium,1
syrups,Cozy Cottage,pasta,Darielle,1
pasta,Elena's,pasta,No Yolks,1
pasta,Elena's,pasta,Mueller,1
pasta,Eden,pasta,Ronzoni,1
syrups,Cozy Cottage,pasta,Dell Alpe,1
pasta,Eden,pasta,Mueller,1
pasta,Eden,pancake mixes,Hungry Jack,1
syrups,Cozy Cottage,pasta,Farm Style,1
syrups,Cozy Cottage,pasta,La Moderna,1
pasta,Eddie,syrups,Moonlite,1
pasta,Eddie,pasta,Quinoa,1
syrups,Private Label Value,pasta,Sugar Buster,1
pasta,Eddie,pasta,Mrs Weiss,1
pasta,Eddie,pasta,Kraft,1
pasta,Eddie,pasta,Gooch,1
pasta,Eddie,pancake mixes,Mrs Butterworth,1
syrups,Cozy Cottage,pasta sauce,Dave's,1
pasta,Edd Og,pasta sauce,Ragu,1
pasta,Edd Og,pasta sauce,Private Label,1
pasta,Edd Og,pasta,Mueller,1
pasta,Dreamfield,pasta sauce,Vincent's,1
pasta,Dreamfield,pasta sauce,San Marzano,1
pasta,Dreamfield,pasta sauce,Elena's,1
syrups,Cozy Cottage,syrups,Howard's,1
pasta,Dreamfield,pasta,Ferrara,1
pasta,Dreamfield,pasta,Farm Style,1
pasta,Dreamfield,pancake mixes,Osem Bissli,1
pasta,Dell Alpe,syrups,Spring Tree,1
pasta,Dell Alpe,syrups,Sobrab Bkstrp,1
pasta,Dell Alpe,syrups,Pennant,1
pasta,Dell Alpe,syrups,Michele's,1
pasta,Dell Alpe,syrups,Grandma Molases,1
syrups,DaVinci,syrups,Mrs Butterworth,1
syrups,Fifty 50,pancake mixes,Mrs Butterworth,1
pasta,Dell Alpe,pasta,Pennsylvania Dutch,1
syrups,Fifty 50,pasta,Gooch,1
syrups,Fifty 50,pasta,Maggi Spaetzle,1
pasta,Dell Alpe,pasta,Notta,1
pasta,Dell Alpe,pasta,Kraft,1
pancake mixes,Aunt Jemima,pasta sauce,Dave's,1
syrups,Fifty 50,pasta,R&F,1
pasta,Dell Alpe,pancake mixes,Private Label Premium,1
pasta,Dell Alpe,pancake mixes,Pioneer,1
pasta,Dell Alpe,pancake mixes,Maple Grove,1
syrups,Sand Mountain,syrups,Sobrab Bkstrp,1
syrups,Golden Eagle,pancake mixes,Maple Grove,1
syrups,Golden Eagle,pancake mixes,Mrs Butterworth,1
syrups,Golden Eagle,pancake mixes,Pioneer,1
pasta,Defino,syrups,Maple Grove,1
syrups,Golden Eagle,pancake mixes,Private Label Premium,1
pasta,Defino,pasta,Maggi Spaetzle,1
syrups,Golden Eagle,pasta,Private Label Value,1
pasta,Defino,pasta,Eddie,1
pasta,Dececco,syrups,Miller,1
pasta,Dececco,syrups,Howard's,1
syrups,Golden Eagle,syrups,Kellogg,1
pasta,Dececco,syrups,Fifty 50,1
syrups,Golden Eagle,syrups,Michele's,1
syrups,Golden Eagle,syrups,Miller,1
syrups,Golden Eagle,syrups,Pennant,1
syrups,Golden Eagle,syrups,Smuckers,1
pasta,Dececco,pasta sauce,RAC,1
pasta,Dececco,pasta,Wacky Mac,1
pasta,Dececco,pasta,Sugar Buster,1
syrups,Grandma Molases,pancake mixes,Osem Bissli,1
pasta,Dececco,pasta,Gooch,1
pasta,Dececco,pancake mixes,Osem Bissli,1
pasta,DaVinci,syrups,Golden Eagle,1
pasta,DaVinci,pasta sauce,Vincent's,1
syrups,Grandma Molases,pasta,Raos,1
pasta,DaVinci,pasta,R&F,1
syrups,Grandma Molases,pasta,Wacky Mac,1
pasta,DaVinci,pasta,Mlinotst,1
pasta,DaVinci,pasta,Farm Style,1
pasta,DaVinci,pancake mixes,Osem Bissli,1
pasta,DaVinci,pancake mixes,Fastshake,1
pasta,Darielle,syrups,Spring Tree,1
pasta,Darielle,syrups,Sobrab Bkstrp,1
pasta,Darielle,syrups,Smuckers,1
pasta,Darielle,syrups,Maple Grove,1
pasta,Darielle,pasta sauce,Raos,1
pasta,Darielle,pasta sauce,Lucini,1
pasta,Darielle,pasta,Raos,1
pasta,Darielle,pasta,Private Label Value,1
syrups,Howard's,pancake mixes,Hungry Jack,1
syrups,Howard's,pancake mixes,White Lily,1
syrups,Howard's,pasta,Maggi Spaetzle,1
syrups,Howard's,pasta,Private Label Premium,1
syrups,Howard's,pasta,San Giorgio,1
syrups,Howard's,pasta sauce,Patsy's,1
syrups,Howard's,syrups,Hungry Jack,1
syrups,Howard's,syrups,Knott's,1
syrups,Howard's,syrups,Log Cabin,1
syrups,Howard's,syrups,Maple Grove,1
syrups,Howard's,syrups,Smuckers,1
pasta,Darielle,pasta,No Yolks,1
syrups,HSE,pancake mixes,Pioneer,1
syrups,HSE,pasta,Kraft,1
syrups,HSE,pasta,Mrs Weiss,1
pasta,Darielle,pancake mixes,Hungry Jack,1
pasta,Cucina,syrups,Spring Tree,1
pasta,Cucina,syrups,Private Label,1
pasta,Cucina,syrups,Northwoods,1
pasta,Cucina,syrups,Mrs Butterworth,1
syrups,HSE,pasta,R&F,1
pasta,Cucina,syrups,Karo,1
pasta,Cucina,pasta sauce,Hunt's,1
pasta,Cucina,pasta sauce,Emeril's,1
pasta,Cucina,pasta,San Giorgio,1
pasta,Cucina,pasta,Private Label Value,1
pasta,Cucina,pasta,No Yolks,1
pasta,Cucina,pasta,Maggi Spaetzle,1
pasta,Cucina,pasta,Dreamfield,1
pasta,Cucina,pancake mixes,Private Label Premium,1
syrups,Hungry Jack,pancake mixes,Lund Swede,1
pasta,Cucina,pancake mixes,Maple Grove,1
pasta,Cucina,pancake mixes,Hungry Jack,1
pasta,Creamette,syrups,Knott's,1
pasta,Creamette,pasta sauce,Roselli,1
pasta,Creamette,pasta sauce,Raos,1
pasta,Creamette,pasta sauce,Patsy's,1
pasta,Creamette,pasta sauce,Mom's,1
pasta,Creamette,pasta sauce,Elena's,1
pasta,Creamette,pasta,Sugar Buster,1
pasta,Creamette,pasta,Kedem,1
pasta,Creamette,pasta,Gooch,1
syrups,Hungry Jack,pasta,Quinoa,1
pasta,Creamette,pasta,Edd Og,1
pasta,Colavita,syrups,Vermont Gold,1
pancake mixes,Aunt Jemima,pasta,Farm Style,1
pasta,Colavita,syrups,Fifty 50,1
pasta,Colavita,pasta sauce,RR,1
pasta,Colavita,pasta sauce,Mayacmas,1
syrups,Hungry Jack,pasta sauce,San Marzano,1
syrups,Hungry Jack,pasta sauce,Walnut Acres,1
pasta,Colavita,pasta,Healthy Harvest,1
pasta,Colavita,pasta,Eddie,1
pasta,Colavita,pasta,Creamette,1
pasta,Colavita,pancake mixes,Osem Bissli,1
pasta,China Mandarin,syrups,Pennant,1
pasta,China Mandarin,syrups,Michele's,1
pasta,China Mandarin,syrups,Log Cabin,1
pasta,China Mandarin,syrups,Kellogg,1
syrups,Karo,pancake mixes,Lund Swede,1
pasta,China Mandarin,syrups,Hungry Jack,1
pasta,China Mandarin,syrups,Grandma Molases,1
syrups,Karo,pasta,Kedem,1
syrups,Karo,pasta,La Moderna,1
pasta,China Mandarin,pasta sauce,Classico,1
pasta,China Mandarin,pasta,Private Label Value,1
pasta,China Mandarin,pasta,Mueller,1
pasta,China Mandarin,pasta,Hodgson Mills,1
pasta,China Mandarin,pasta,Dreamfield,1
pasta,China Mandarin,pancake mixes,Private Label,1
syrups,Karo,pasta,Quinoa,1
pasta,China Mandarin,pancake mixes,Hungry Jack,1
pasta,China Mandarin,pancake mixes,Hodgson Mills,1
pasta,Castelna,syrups,Private Label,1
pasta,Castelna,syrups,Karo,1
syrups,Karo,pasta sauce,Mayacmas,1
pasta,Castelna,syrups,Hungry Jack,1
pasta,Castelna,pasta sauce,Silver Palate,1
pasta,Castelna,pasta sauce,Private Label Premium,1
pasta,Castelna,pasta sauce,Prego,1
pasta,Castelna,pasta sauce,Patsy's,1
pasta,Castelna,pasta sauce,Newman's,1
pasta,Castelna,pasta,San Giorgio,1
pasta,Castelna,pasta,Private Label Premium,1
pasta,Castelna,pasta,Mueller,1
pasta,Castelna,pasta,Dececco,1
pasta,Castelna,pancake mixes,Hungry Jack,1
pasta,Cara Nona,syrups,Private Label,1
pasta,Cara Nona,syrups,Mrs Butterworth,1
pasta,Cara Nona,syrups,Michele's,1
pasta,Cara Nona,syrups,Log Cabin,1
pasta,Cara Nona,syrups,Hungry Jack,1
pasta,Cara Nona,syrups,Cozy Cottage,1
syrups,Karo,syrups,Tree of Life,1
pasta,Cara Nona,pasta sauce,Newman's,1
pasta,Cara Nona,pasta sauce,Hunt's,1
pasta,Cara Nona,pasta sauce,Emeril's,1
syrups,Kellogg,pancake mixes,Osem Bissli,1
pasta,Cara Nona,pasta,Ronzoni,1
pasta,Cara Nona,pasta,Mueller,1
pasta,Cara Nona,pasta,Healthy Harvest,1
syrups,Kellogg,pasta,La Moderna,1
pasta,Cara Nona,pasta,Dececco,1
